URL,Category Title,Data
https://www.unitedrentals.com/marketplace/equipment/compaction,Compaction,"{'Drum Count': ['Double (5)', 'Single (7)'], 'Drum Type': ['Pad (4)', 'Smooth (9)'], 'Drum Width': ['18"" - 49"" (7)', '50"" - 70"" (5)', '71"" - 89"" (2)'], 'Fuel Type': ['Diesel (12)', 'Gas (5)'], 'Weight': ['3000 - 5999 lbs (5)', '6000 - 10000 lbs (1)']}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment,Earthmoving Equipment,"{'Breaker Size': ['500 - 2500 lbs (3)', '2501 - 5000 lbs (1)'], 'Bucket Width': ['4"" - 12"" (4)', '13"" - 18"" (6)', '19"" - 24"" (6)', '25"" - 48"" (2)', '49"" - 84"" (6)'], 'Capacity': ['1.0 - 2.9 cu yd (2)', '3.0 - 5.0 cu yd (4)', '400 - 750 gal (1)'], 'Drive Type': ['4WD (11)', 'Tire (1)', 'Track (2)'], 'Horsepower': ['5 - 15 hp (2)', '16 - 27 hp (1)', '28 - 50 hp (1)', '51 - 90 hp (3)', '81 - 95 hp (2)', '91 - 130 hp (3)'], 'Machine Weight': ['19,000 - 39,999 lbs. (3)', '40,000 - 79,999 lbs. (3)'], 'Operating Weight': ['1,000 - 4,999 lbs. (1)', '10,000 - 14,999 lbs. (2)', '15,000 - 19,999 lbs. (1)', '5,000 - 9,999 lbs. (3)'], 'Power Type': ['Diesel (1)'], 'Rated Operating Capacity': ['600 - 1699 lbs (4)', '1700 - 2000 lbs (3)', '2001 - 2799 lbs (4)', '2800 lbs and over (1)'], 'Tail Swing': ['Reduced Tail Swing (2)', 'Zero Tail Swing (2)'], 'Track Type': ['Low Ground Pressure (2)', 'Standard (1)']}"
